,year,month,avtemp_SP,temp_anom_SP,avtemp_Rio,temp_anom_Rio,avtemp_Manaus,temp_anom_Manaus
58,1977,NOV,22.16,1.2699999999999996,24.48,0.27500000000000213,28.72,1.0
59,1977,DEC,21.41,0.5199999999999996,24.84,0.6350000000000016,27.55,0.16999999999999815
60,1978,JAN,24.34,3.4499999999999993,27.44,3.235000000000003,27.32,0.3999999999999986
61,1978,FEB,23.59,2.6999999999999993,26.55,2.3450000000000024,27.52,0.1999999999999993
62,1978,MAR,23.66,2.7699999999999996,26.42,2.2150000000000034,27.4,0.3200000000000003
63,1978,APR,20.28,0.6099999999999994,23.39,0.8149999999999977,27.83,0.10999999999999943
64,1978,MAY,17.72,3.1700000000000017,21.85,2.354999999999997,27.87,0.15000000000000213
65,1978,JUN,17.14,3.75,20.03,4.174999999999997,27.56,0.16000000000000014
66,1978,JUL,18.37,2.5199999999999996,21.94,2.264999999999997,27.43,0.28999999999999915
67,1978,AUG,17.67,3.219999999999999,21.28,2.924999999999997,27.46,0.259999999999998
68,1978,SEP,19.1,1.7899999999999991,22.49,1.7149999999999999,28.38,0.6600000000000001
69,1978,OCT,21.56,0.6699999999999982,23.51,0.6949999999999967,28.74,1.0199999999999996
70,1978,NOV,21.08,0.18999999999999773,25.0,0.7950000000000017,28.83,1.1099999999999994
71,1978,DEC,22.15,1.259999999999998,25.66,1.4550000000000018,27.72,0.0
72,1979,JAN,20.78,0.10999999999999943,23.86,0.34499999999999886,27.44,0.2799999999999976
73,1979,FEB,23.42,2.530000000000001,25.69,1.485000000000003,27.16,0.5599999999999987
74,1979,MAR,23.32,2.4299999999999997,24.8,0.5950000000000024,27.215,0.504999999999999
75,1979,APR,20.22,0.6700000000000017,23.36,0.8449999999999989,27.305,0.41499999999999915
76,1979,MAY,19.33,1.5600000000000023,23.05,1.1549999999999976,27.39,0.3299999999999983
77,1979,JUN,17.69,3.1999999999999993,20.3,3.9049999999999976,27.49,0.23000000000000043
78,1979,JUL,17.53,3.3599999999999994,20.29,3.914999999999999,27.69,0.029999999999997584
79,1979,AUG,19.63,1.2600000000000016,22.42,1.7849999999999966,28.335,0.615000000000002
80,1979,SEP,18.37,2.5199999999999996,22.05,2.1549999999999976,28.79,1.0700000000000003
81,1979,OCT,20.68,0.21000000000000085,24.25,0.045000000000001705,28.96,1.240000000000002
82,1979,NOV,21.11,0.21999999999999886,24.07,0.134999999999998,28.39,0.6700000000000017
83,1979,DEC,22.8,1.9100000000000001,26.02,1.8150000000000013,27.72,0.0
84,1980,JAN,22.54,1.6499999999999986,25.39,1.1850000000000023,27.16,0.5599999999999987
85,1980,FEB,23.54,2.6499999999999986,27.24,3.035,27.16,0.5599999999999987
86,1980,MAR,24.76,3.870000000000001,27.83,3.625,28.14,0.4200000000000017
87,1980,APR,21.61,0.7199999999999989,24.63,0.4250000000000007,27.305,0.41499999999999915
88,1980,MAY,20.58,0.3100000000000023,23.41,0.7949999999999982,28.51,0.7900000000000027
89,1980,JUN,17.05,3.84,21.2,3.004999999999999,27.99,0.2699999999999996
90,1980,JUL,18.4,2.490000000000002,21.81,2.3949999999999996,27.97,0.25
91,1980,AUG,18.56,2.330000000000002,22.22,1.9849999999999994,28.335,0.615000000000002
92,1980,SEP,17.58,3.3100000000000023,21.05,3.1549999999999976,28.79,1.0700000000000003
93,1980,OCT,21.09,0.1999999999999993,23.1,1.1049999999999969,28.855,1.1350000000000016
94,1980,NOV,21.46,0.5700000000000003,24.2,0.004999999999999005,28.39,0.6700000000000017
95,1980,DEC,22.74,1.8499999999999979,27.01,2.8050000000000033,27.72,0.0
96,1981,JAN,23.67,2.780000000000001,27.42,3.2150000000000034,27.16,0.5599999999999987
97,1981,FEB,24.97,4.079999999999998,28.06,3.8550000000000004,27.16,0.5599999999999987
98,1981,MAR,23.23,2.34,26.26,2.0550000000000033,27.215,0.504999999999999
99,1981,APR,21.37,0.4800000000000004,23.85,0.3549999999999969,27.305,0.41499999999999915
100,1981,MAY,20.05,0.8399999999999999,22.87,1.3349999999999973,27.39,0.3299999999999983
101,1981,JUN,17.01,3.879999999999999,20.94,3.264999999999997,27.49,0.23000000000000043
102,1981,JUL,15.55,5.34,19.9,4.305,27.69,0.029999999999997584
103,1981,AUG,18.35,2.539999999999999,21.5,2.7049999999999983,28.335,0.615000000000002
104,1981,SEP,20.78,0.10999999999999943,23.19,1.014999999999997,28.79,1.0700000000000003
105,1981,OCT,19.25,1.6400000000000006,22.49,1.7149999999999999,28.855,1.1350000000000016
106,1981,NOV,22.47,1.5799999999999983,25.25,1.0450000000000017,28.39,0.6700000000000017
107,1981,DEC,22.24,1.3499999999999979,25.73,1.5250000000000021,27.72,0.0
108,1982,JAN,21.69,0.8000000000000007,24.55,0.3450000000000024,27.16,0.5599999999999987
109,1982,FEB,24.09,3.1999999999999993,27.51,3.3050000000000033,27.16,0.5599999999999987
110,1982,MAR,23.32,2.4299999999999997,25.0,0.7950000000000017,27.215,0.504999999999999
111,1982,APR,19.77,1.120000000000001,22.73,1.4749999999999979,27.305,0.41499999999999915
112,1982,MAY,18.07,2.8200000000000003,21.58,2.625,27.39,0.3299999999999983
113,1982,JUN,19.25,1.6400000000000006,22.44,1.764999999999997,27.49,0.23000000000000043
114,1982,JUL,18.3,2.59,21.3,2.9049999999999976,27.69,0.029999999999997584
115,1982,AUG,19.33,1.5600000000000023,22.34,1.8649999999999984,28.335,0.615000000000002
116,1982,SEP,19.71,1.1799999999999997,22.41,1.7949999999999982,28.79,1.0700000000000003
117,1982,OCT,20.8,0.08999999999999986,23.5,0.7049999999999983,28.855,1.1350000000000016
118,1982,NOV,23.28,2.3900000000000006,26.15,1.9450000000000003,28.39,0.6700000000000017
119,1982,DEC,21.72,0.8299999999999983,24.98,0.7750000000000021,27.72,0.0
120,1983,JAN,23.02,2.129999999999999,26.81,2.6050000000000004,27.16,0.5599999999999987
121,1983,FEB,23.62,2.7300000000000004,27.63,3.4250000000000007,27.16,0.5599999999999987
122,1983,MAR,21.72,0.8299999999999983,25.99,1.7850000000000001,27.215,0.504999999999999
123,1983,APR,21.22,0.3299999999999983,24.08,0.125,27.305,0.41499999999999915
124,1983,MAY,19.62,1.2699999999999996,23.82,0.384999999999998,27.39,0.3299999999999983
125,1983,JUN,17.32,3.5700000000000003,21.18,3.0249999999999986,27.49,0.23000000000000043
126,1983,JUL,18.02,2.870000000000001,21.55,2.6549999999999976,27.69,0.029999999999997584
127,1983,AUG,17.52,3.370000000000001,20.91,3.294999999999998,28.335,0.615000000000002
128,1983,SEP,16.42,4.469999999999999,20.53,3.674999999999997,28.84,1.120000000000001
129,1983,OCT,19.32,1.5700000000000003,23.03,1.1749999999999972,27.78,0.060000000000002274
130,1983,NOV,21.82,0.9299999999999997,25.25,1.0450000000000017,28.34,0.620000000000001
131,1983,DEC,22.42,1.5300000000000011,25.94,1.735000000000003,27.15,0.5700000000000003
132,1984,JAN,25.13,4.239999999999998,28.56,4.355,27.04,0.6799999999999997
133,1984,FEB,26.4,5.509999999999998,28.85,4.645000000000003,26.62,1.0999999999999979
134,1984,MAR,23.47,2.5799999999999983,26.54,2.335000000000001,27.65,0.07000000000000028
135,1984,APR,20.58,0.3100000000000023,24.46,0.25500000000000256,27.6,0.11999999999999744
136,1984,MAY,21.19,0.3000000000000007,24.77,0.5650000000000013,27.63,0.08999999999999986
137,1984,JUN,18.93,1.9600000000000009,22.91,1.2949999999999982,27.92,0.20000000000000284
138,1984,JUL,18.61,2.280000000000001,22.2,2.004999999999999,27.83,0.10999999999999943
139,1984,AUG,17.07,3.8200000000000003,21.0,3.2049999999999983,28.23,0.5100000000000016
140,1984,SEP,18.51,2.379999999999999,21.91,2.294999999999998,28.36,0.6400000000000006
141,1984,OCT,21.95,1.0599999999999987,24.44,0.23500000000000298,28.7,0.9800000000000004
142,1984,NOV,22.35,1.4600000000000009,25.11,0.9050000000000011,28.92,1.2000000000000028
143,1984,DEC,21.92,1.0300000000000011,25.24,1.0350000000000001,28.35,0.6300000000000026
144,1985,JAN,21.9,1.009999999999998,25.53,1.3250000000000028,27.59,0.129999999999999
145,1985,FEB,24.37,3.4800000000000004,27.63,3.4250000000000007,27.66,0.05999999999999872
146,1985,MAR,23.74,2.849999999999998,26.56,2.3550000000000004,28.17,0.45000000000000284
147,1985,APR,22.34,1.4499999999999993,24.979999999999997,0.7749999999999986,28.54,0.8200000000000003
148,1985,MAY,18.85,2.039999999999999,22.78,1.4249999999999972,27.7,0.019999999999999574
149,1985,JUN,16.45,4.440000000000001,21.46,2.7449999999999974,27.32,0.3999999999999986
150,1985,JUL,16.47,4.420000000000002,21.3,2.9049999999999976,27.78,0.060000000000002274
151,1985,AUG,19.51,1.379999999999999,21.88,2.3249999999999993,28.33,0.6099999999999994
152,1985,SEP,19.22,1.6700000000000017,22.4,1.8049999999999997,28.94,1.2200000000000024
153,1985,OCT,21.5,0.6099999999999994,23.595,0.6099999999999994,29.26,1.5400000000000027
154,1985,NOV,22.54,1.6499999999999986,24.75,0.5450000000000017,28.27,0.5500000000000007
155,1985,DEC,23.0,2.1099999999999994,26.060000000000002,1.855000000000004,27.9,0.17999999999999972
156,1986,JAN,24.84,3.9499999999999993,27.42,3.2150000000000034,27.43,0.28999999999999915
157,1986,FEB,24.09,3.1999999999999993,27.93,3.7250000000000014,27.38,0.33999999999999986
158,1986,MAR,23.45,2.5599999999999987,26.95,2.745000000000001,27.4,0.3200000000000003
159,1986,APR,22.52,1.629999999999999,25.97,1.7650000000000006,28.06,0.33999999999999986
160,1986,MAY,20.73,0.16000000000000014,22.78,1.4249999999999972,28.08,0.35999999999999943
161,1986,JUN,17.7,3.1900000000000013,22.7,1.504999999999999,27.5,0.21999999999999886
162,1986,JUL,16.93,3.960000000000001,21.09,3.1149999999999984,27.2,0.5199999999999996
163,1986,AUG,18.9,1.990000000000002,22.66,1.5449999999999982,29.36,1.6400000000000006
164,1986,SEP,19.1,1.7899999999999991,21.46,2.7449999999999974,28.6,0.8800000000000026
165,1986,OCT,20.63,0.26000000000000156,23.04,1.1649999999999991,28.35,0.6300000000000026
166,1986,NOV,22.84,1.9499999999999993,25.76,1.5550000000000033,28.1,0.38000000000000256
167,1986,DEC,22.74,1.8499999999999979,26.17,1.9650000000000034,28.23,0.5100000000000016
168,1987,JAN,24.28,3.3900000000000006,27.68,3.4750000000000014,27.04,0.6799999999999997
169,1987,FEB,24.01,3.120000000000001,27.25,3.0450000000000017,27.75,0.030000000000001137
170,1987,MAR,22.73,1.8399999999999999,25.86,1.6550000000000011,28.28,0.5600000000000023
171,1987,APR,22.71,1.8200000000000003,25.85,1.6450000000000031,27.75,0.030000000000001137
172,1987,MAY,18.35,2.539999999999999,22.73,1.4749999999999979,28.13,0.41000000000000014
173,1987,JUN,16.75,4.140000000000001,20.48,3.724999999999998,27.77,0.05000000000000071
174,1987,JUL,19.61,1.2800000000000011,22.43,1.7749999999999986,29.18,1.4600000000000009
175,1987,AUG,17.54,3.3500000000000014,20.8,3.4049999999999976,29.09,1.370000000000001
176,1987,SEP,18.06,2.830000000000002,21.02,3.1849999999999987,29.99,2.2699999999999996
177,1987,OCT,21.25,0.35999999999999943,22.96,1.2449999999999974,30.19,2.4700000000000024
178,1987,NOV,22.58,1.6899999999999977,24.59,0.38500000000000156,29.42,1.7000000000000028
179,1987,DEC,23.52,2.629999999999999,26.07,1.865000000000002,29.0,1.2800000000000011
180,1988,JAN,25.26,4.370000000000001,28.82,4.615000000000002,27.35,0.36999999999999744
181,1988,FEB,22.82,1.9299999999999997,26.03,1.8250000000000028,27.91,0.19000000000000128
182,1988,MAR,23.73,2.84,26.49,2.285,28.51,0.7900000000000027
183,1988,APR,21.44,0.5500000000000007,24.65,0.4450000000000003,28.01,0.2900000000000027
184,1988,MAY,19.03,1.8599999999999994,22.7,1.504999999999999,27.91,0.19000000000000128
185,1988,JUN,16.12,4.77,19.74,4.465,27.14,0.5799999999999983
186,1988,JUL,14.78,6.110000000000001,19.24,4.965,28.09,0.370000000000001
187,1988,AUG,18.97,1.9200000000000017,21.36,2.844999999999999,29.1,1.3800000000000026
188,1988,SEP,20.88,0.010000000000001563,21.89,2.3149999999999977,29.46,1.740000000000002
189,1988,OCT,19.95,0.9400000000000013,22.19,2.014999999999997,29.06,1.3399999999999999
190,1988,NOV,20.7,0.19000000000000128,23.57,0.634999999999998,27.33,0.39000000000000057
191,1988,DEC,23.14,2.25,25.75,1.5450000000000017,27.97,0.25
192,1989,JAN,23.84,2.9499999999999993,26.98,2.775000000000002,27.38,0.33999999999999986
193,1989,FEB,24.05,3.16,26.59,2.3850000000000016,26.27,1.4499999999999993
194,1989,MAR,23.68,2.789999999999999,26.45,2.245000000000001,26.98,0.7399999999999984
195,1989,APR,22.56,1.6699999999999982,25.43,1.2250000000000014,27.35,0.36999999999999744
196,1989,MAY,18.45,2.4400000000000013,21.92,2.2849999999999966,26.82,0.8999999999999986
197,1989,JUN,17.4,3.490000000000002,20.9,3.3049999999999997,27.29,0.4299999999999997
198,1989,JUL,16.09,4.800000000000001,19.47,4.734999999999999,26.6,1.1199999999999974
199,1989,AUG,18.09,2.8000000000000007,21.67,2.5349999999999966,28.72,1.0
200,1989,SEP,18.9,1.990000000000002,21.7,2.504999999999999,28.83,1.1099999999999994
201,1989,OCT,19.04,1.8500000000000014,22.07,2.134999999999998,28.27,0.5500000000000007
202,1989,NOV,21.26,0.370000000000001,24.85,0.6450000000000031,28.5,0.7800000000000011
203,1989,DEC,22.45,1.5599999999999987,25.86,1.6550000000000011,28.67,0.9500000000000028
204,1990,JAN,25.02,4.129999999999999,28.63,4.425000000000001,27.65,0.07000000000000028
205,1990,FEB,24.48,3.59,27.47,3.2650000000000006,27.54,0.17999999999999972
206,1990,MAR,24.6,3.710000000000001,27.5,3.2950000000000017,27.64,0.0799999999999983
207,1990,APR,23.89,3.0,27.05,2.8450000000000024,27.45,0.2699999999999996
208,1990,MAY,18.5,2.3900000000000006,22.19,2.014999999999997,28.1,0.38000000000000256
209,1990,JUN,17.5,3.3900000000000006,21.5,2.7049999999999983,28.1,0.38000000000000256
210,1990,JUL,15.6,5.290000000000001,20.25,3.9549999999999983,26.83,0.8900000000000006
211,1990,AUG,16.89,4.0,19.95,4.254999999999999,28.23,0.5100000000000016
212,1990,SEP,17.72,3.1700000000000017,21.17,3.0349999999999966,28.73,1.0100000000000016
213,1990,OCT,22.05,1.1600000000000001,24.21,0.005000000000002558,28.855,1.1350000000000016
214,1990,NOV,24.25,3.3599999999999994,26.19,1.985000000000003,28.53,0.8100000000000023
215,1990,DEC,23.15,2.259999999999998,26.08,1.875,27.43,0.28999999999999915
216,1991,JAN,23.3,2.41,25.44,1.235000000000003,27.32,0.3999999999999986
217,1991,FEB,23.22,2.3299999999999983,26.43,2.2250000000000014,27.8,0.08000000000000185
218,1991,MAR,22.23,1.3399999999999999,25.52,1.3150000000000013,27.37,0.34999999999999787
219,1991,APR,21.42,0.5300000000000011,24.72,0.5150000000000006,27.48,0.23999999999999844
220,1991,MAY,19.41,1.4800000000000004,21.69,2.514999999999997,27.52,0.1999999999999993
221,1991,JUN,18.63,2.2600000000000016,21.42,2.7849999999999966,28.02,0.3000000000000007
222,1991,JUL,17.46,3.4299999999999997,19.64,4.564999999999998,27.77,0.05000000000000071
223,1991,AUG,18.52,2.370000000000001,20.91,3.294999999999998,27.83,0.10999999999999943
224,1991,SEP,18.86,2.030000000000001,20.8,3.4049999999999976,28.73,1.0100000000000016
225,1991,OCT,21.34,0.4499999999999993,23.59,0.6149999999999984,29.05,1.3300000000000018
226,1991,NOV,22.69,1.8000000000000007,24.49,0.28500000000000014,29.78,2.0600000000000023
227,1991,DEC,23.85,2.960000000000001,27.26,3.0550000000000033,28.94,1.2200000000000024
228,1992,JAN,23.53,2.6400000000000006,27.37,3.1650000000000027,28.79,1.0700000000000003
229,1992,FEB,24.4,3.509999999999998,27.63,3.4250000000000007,28.21,0.490000000000002
230,1992,MAR,23.32,2.4299999999999997,26.75,2.5450000000000017,27.53,0.18999999999999773
231,1992,APR,21.61,0.7199999999999989,24.63,0.4250000000000007,28.39,0.6700000000000017
232,1992,MAY,20.66,0.23000000000000043,23.55,0.6549999999999976,28.75,1.0300000000000011
233,1992,JUN,19.74,1.1500000000000021,23.31,0.8949999999999996,28.45,0.7300000000000004
234,1992,JUL,17.14,3.75,20.77,3.4349999999999987,27.86,0.14000000000000057
235,1992,AUG,17.31,3.580000000000002,20.94,3.264999999999997,27.57,0.14999999999999858
236,1992,SEP,18.45,2.4400000000000013,21.74,2.465,29.17,1.4500000000000028
237,1992,OCT,21.14,0.25,23.67,0.5349999999999966,28.85,1.1300000000000026
238,1992,NOV,21.44,0.5500000000000007,23.83,0.375,28.79,1.0700000000000003
239,1992,DEC,22.23,1.3399999999999999,25.38,1.1750000000000007,27.42,0.29999999999999716
240,1993,JAN,24.16,3.2699999999999996,27.48,3.275000000000002,27.33,0.39000000000000057
241,1993,FEB,22.94,2.0500000000000007,27.25,3.0450000000000017,26.98,0.7399999999999984
242,1993,MAR,23.71,2.8200000000000003,26.81,2.6050000000000004,27.25,0.46999999999999886
243,1993,APR,22.37,1.4800000000000004,25.68,1.4750000000000014,27.36,0.35999999999999943
244,1993,MAY,19.02,1.870000000000001,22.85,1.3549999999999969,28.08,0.35999999999999943
245,1993,JUN,17.0,3.8900000000000006,20.98,3.224999999999998,28.15,0.4299999999999997
246,1993,JUL,18.21,2.6799999999999997,21.3,2.9049999999999976,27.92,0.20000000000000284
247,1993,AUG,17.11,3.780000000000001,21.88,2.3249999999999993,28.18,0.46000000000000085
248,1993,SEP,18.35,2.539999999999999,22.4,1.8049999999999997,29.38,1.6600000000000001
249,1993,OCT,21.71,0.8200000000000003,23.595,0.6099999999999994,28.59,0.870000000000001
250,1993,NOV,23.56,2.669999999999998,24.75,0.5450000000000017,27.97,0.25
251,1993,DEC,22.68,1.7899999999999991,26.060000000000002,1.855000000000004,27.86,0.14000000000000057
252,1994,JAN,22.71,1.8200000000000003,27.42,3.2150000000000034,27.02,0.6999999999999993
253,1994,FEB,25.38,4.489999999999998,27.63,3.4250000000000007,27.05,0.6699999999999982
254,1994,MAR,22.12,1.2300000000000004,26.56,2.3550000000000004,27.66,0.05999999999999872
255,1994,APR,20.83,0.060000000000002274,24.97,0.7650000000000006,27.71,0.00999999999999801
256,1994,MAY,19.47,1.4200000000000017,23.95,0.254999999999999,27.64,0.0799999999999983
257,1994,JUN,15.72,5.17,21.16,3.044999999999998,27.32,0.3999999999999986
258,1994,JUL,16.84,4.050000000000001,21.59,2.6149999999999984,27.88,0.16000000000000014
259,1994,AUG,17.69,3.1999999999999993,20.85,3.354999999999997,28.43,0.7100000000000009
260,1994,SEP,20.84,0.05000000000000071,22.72,1.4849999999999994,29.06,1.3399999999999999
261,1994,OCT,22.26,1.370000000000001,24.56,0.3550000000000004,29.22,1.5
262,1994,NOV,22.54,1.6499999999999986,25.63,1.4250000000000007,28.91,1.1900000000000013
263,1994,DEC,24.43,3.539999999999999,27.32,3.115000000000002,28.01,0.2900000000000027
264,1995,JAN,25.14,4.25,28.64,4.435000000000002,27.73,0.010000000000001563
265,1995,FEB,24.09,3.1999999999999993,27.59,3.3850000000000016,28.06,0.33999999999999986
266,1995,MAR,23.15,2.259999999999998,26.75,2.5450000000000017,27.9,0.17999999999999972
267,1995,APR,21.7,0.8099999999999987,24.97,0.7650000000000006,27.59,0.129999999999999
268,1995,MAY,19.3,1.5899999999999999,23.17,1.0349999999999966,27.79,0.07000000000000028
269,1995,JUN,18.25,2.6400000000000006,21.84,2.3649999999999984,27.83,0.10999999999999943
270,1995,JUL,19.57,1.3200000000000003,23.06,1.1449999999999996,28.76,1.0400000000000027
271,1995,AUG,21.21,0.3200000000000003,23.9,0.3049999999999997,29.79,2.0700000000000003
272,1995,SEP,19.81,1.0800000000000018,23.05,1.1549999999999976,29.84,2.120000000000001
273,1995,OCT,20.17,0.7199999999999989,23.21,0.9949999999999974,29.7,1.9800000000000004
274,1995,NOV,22.09,1.1999999999999993,25.13,0.9250000000000007,28.13,0.41000000000000014
275,1995,DEC,22.9,2.009999999999998,25.93,1.7250000000000014,28.23,0.5100000000000016
276,1996,JAN,24.9,4.009999999999998,28.48,4.275000000000002,27.1,0.6199999999999974
277,1996,FEB,24.47,3.5799999999999983,28.17,3.9650000000000034,27.35,0.36999999999999744
278,1996,MAR,23.69,2.8000000000000007,26.76,2.5550000000000033,27.72,0.0
279,1996,APR,22.16,1.2699999999999996,25.09,0.8850000000000016,27.39,0.3299999999999983
280,1996,MAY,18.78,2.1099999999999994,22.01,2.1949999999999967,28.05,0.33000000000000185
281,1996,JUN,18.04,2.8500000000000014,21.16,3.044999999999998,27.31,0.41000000000000014
282,1996,JUL,16.04,4.850000000000001,19.65,4.555,28.01,0.2900000000000027
283,1996,AUG,18.02,2.870000000000001,20.59,3.6149999999999984,28.58,0.8599999999999994
284,1996,SEP,18.97,1.9200000000000017,21.44,2.764999999999997,29.32,1.6000000000000014
285,1996,OCT,21.18,0.28999999999999915,23.5,0.7049999999999983,29.05,1.3300000000000018
286,1996,NOV,21.52,0.629999999999999,23.96,0.24499999999999744,28.85,1.1300000000000026
287,1996,DEC,23.97,3.0799999999999983,26.51,2.3050000000000033,28.29,0.5700000000000003
288,1997,JAN,23.73,2.84,26.52,2.3150000000000013,27.55,0.16999999999999815
289,1997,FEB,24.46,3.5700000000000003,28.03,3.825000000000003,27.29,0.4299999999999997
290,1997,MAR,22.62,1.7300000000000004,25.35,1.1450000000000031,27.28,0.4399999999999977
291,1997,APR,21.12,0.23000000000000043,24.57,0.365000000000002,27.91,0.19000000000000128
292,1997,MAY,18.82,2.0700000000000003,22.43,1.7749999999999986,28.15,0.4299999999999997
293,1997,JUN,16.95,3.9400000000000013,21.53,2.674999999999997,29.0,1.2800000000000011
294,1997,JUL,18.88,2.0100000000000016,22.0,2.2049999999999983,29.75,2.030000000000001
295,1997,AUG,19.3,1.5899999999999999,21.76,2.4449999999999967,29.17,1.4500000000000028
296,1997,SEP,20.56,0.33000000000000185,23.28,0.9249999999999972,30.64,2.9200000000000017
297,1997,OCT,21.51,0.620000000000001,24.25,0.045000000000001705,31.13,3.41
